Hora,RPM,Velocidad,Gear
10:41:59,3789.282886,113.029803,4
10:41:59,3791.807214,113.1281681,4
10:41:59,3794.326739,113.2263838,4
10:42:00,3796.841469,113.3244501,4
10:42:00,3799.351414,113.4223673,4
10:42:00,3801.856583,113.5201355,4
10:42:00,3804.356984,113.6177548,4
10:42:00,3806.852625,113.7152253,4
10:42:00,3809.343517,113.8125474,4
10:42:00,3811.829668,113.909721,4
10:42:00,3814.311087,114.0067464,4
10:42:00,3816.787782,114.1036237,4
10:42:00,3819.259763,114.200353,4
10:42:01,3821.727038,114.2969345,4
10:42:01,3824.189616,114.3933684,4
10:42:01,3826.647505,114.4896549,4
10:42:01,3829.100715,114.5857939,4
10:42:01,3831.549254,114.6817859,4
10:42:01,3833.99313,114.7776307,4
10:42:01,3836.432354,114.8733288,4
10:42:01,3838.866932,114.9688801,4
10:42:01,3841.296874,115.0642848,4
10:42:02,3843.722189,115.1595431,4
10:42:02,3846.142885,115.2546552,4
10:42:02,3848.558971,115.3496212,4
10:42:02,3850.970455,115.4444412,4
10:42:02,3853.377345,115.5391154,4
10:42:02,3855.779652,115.633644,4
10:42:02,3858.177382,115.7280271,4
10:42:02,3860.570545,115.8222649,4
10:42:02,3862.959148,115.9163575,4
10:42:03,3865.343202,116.0103051,4
10:42:03,3867.722713,116.1041078,4
10:42:03,3870.097691,116.1977658,4
10:42:03,3872.468143,116.2912793,4
10:42:03,3874.834079,116.3846483,4
10:42:03,3877.195507,116.4778731,4
10:42:03,3879.743253,116.570899,4
10:42:03,3882.357184,116.6637555,4
10:42:03,3884.879158,116.756486,4
10:42:03,3887.502763,116.8490377,4
10:42:04,3889.991701,116.9414755,4
10:42:04,3892.633669,117.0337207,4
10:42:04,3895.079372,117.1258694,4
10:42:04,3897.75179,117.2178055,4
10:42:04,3900.14013,117.3096696,4
10:42:04,3902.859616,117.4012928,4
10:42:04,3905.171264,117.4928782,4
10:42:04,3907.960376,117.584183,4
10:42:04,3910.169229,117.6754978,4
10:42:05,3913.058211,117.7664766,4
10:42:05,3915.129472,117.8575308,4
10:42:05,3918.158354,117.9481733,4
10:42:05,3920.046234,118.0389804,4
10:42:05,3923.267317,118.1292729,4
10:42:05,3924.91235,118.2198498,4
10:42:05,3928.393076,118.3097747,4
10:42:05,3929.719054,118.400143,4
10:42:05,3933.54523,118.4896773,4
10:42:05,3934.4558,118.5798642,4
10:42:06,3938.735124,118.668979,4
10:42:06,3939.110128,118.7590182,4
10:42:06,3943.975897,118.8476778,4
10:42:06,3943.667579,118.9376105,4
10:42:06,3949.282444,119.0257709,4
10:42:06,3948.111712,119.1156469,4
10:42:06,3954.671231,119.2032553,4
10:42:06,3952.424222,119.2931341,4
10:42:06,3960.159964,119.3801277,4
10:42:06,3956.585214,119.4700788,4
10:42:07,3965.767047,119.5563844,4
10:42:07,3960.573654,119.6464885,4
10:42:07,3971.510825,119.7320221,4
10:42:07,3964.368044,119.8223706,4
10:42:07,3977.408581,119.9070376,4
10:42:07,3967.947341,119.9977324,4
10:42:07,3983.475278,120.0814285,4
10:42:07,3971.292187,120.1725812,4
10:42:07,3989.722072,120.2551937,4
10:42:08,3974.386452,120.3469231,4
10:42:08,3996.154625,120.4283335,4
10:42:08,3977.219145,120.5207632,4
10:42:08,4002.771302,120.6008505,4
10:42:08,3979.799251,120.6941047,4
10:42:08,4009.549311,120.7727568,4
10:42:09,3982.153462,120.8669476,4
10:42:09,4016.449065,120.9440705,4
10:42:09,3984.305977,121.0392877,4
10:42:09,4023.434938,121.1148042,4
10:42:09,3986.294868,121.2111174,4
10:42:09,4030.460855,121.284973,4
10:42:09,3988.173014,121.3824245,4
10:42:09,4037.471512,121.4545946,4
10:42:09,3990.007712,121.5531932,4
10:42:09,4044.404791,121.6236885,4
10:42:09,3991.878494,121.7234036,4
10:42:09,4051.195317,121.7922745,4
10:42:10,3993.872918,121.8930335,4
10:42:10,3342.650364,121.9603716,4
10:42:10,3139.353874,121.9041582,4
10:42:10,2972.618238,121.838815,4
10:42:10,2825.307269,121.7688571,4
10:42:10,2690.520691,121.6961565,4
10:42:10,2564.617398,121.6216909,4
10:42:10,2445.428342,121.5460364,4
10:42:10,2331.556812,121.4695591,4
10:42:10,2222.053096,121.3925046,4
10:42:10,2116.244818,121.3150439,4
10:42:11,2013.640783,121.2372995,4
